编号,名称,属性,标准图片,闪光图片,问题标记
#0234,惊角鹿,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/234.png,待检查
#0235,图图犬,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/235.png,待检查
#0236,无畏小子,属性：格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/236.png,待检查
#0237,战舞郎,属性：格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/237.png,待检查
#0238,迷唇娃,属性：冰/超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/238.png,待检查
#0239,电击怪,属性：电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/239.png,待检查
#0240,鸭嘴宝宝,属性：火,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/240.png,待检查
#0241,大奶罐,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/241.png,待检查
#0242,幸福蛋,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/242.png,待检查
#0243,雷公,属性：电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/243.png,待检查
#0244,炎帝,属性：火,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/244.png,待检查
#0245,水君,属性：水,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/245.png,待检查
#0246,幼基拉斯,属性：岩石/地面,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/246.png,待检查
#0247,沙基拉斯,属性：岩石/地面,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/247.png,待检查
#0248,班基拉斯,属性：岩石/恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/248.png,待检查
#0249,洛奇亚,属性：超能力/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/249.png,待检查
#0250,凤王,属性：火/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/250.png,待检查
#0251,时拉比,属性：超能力/草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/251.png,待检查
#0252,木守宫,属性：草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/252.png,待检查
#0253,森林蜥蜴,属性：草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/253.png,待检查
#0254,蜥蜴王,属性：草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/254.png,待检查
#0255,火稚鸡,属性：火,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/255.png,待检查
#0256,力壮鸡,属性：火/格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/256.png,待检查
#0257,火焰鸡,属性：火/格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/257.png,待检查
#0258,水跃鱼,属性：水,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/258.png,待检查
#0259,沼跃鱼,属性：水/地面,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/259.png,待检查
#0260,巨沼怪,属性：水/地面,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/260.png,待检查
#0261,土狼犬,属性：恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/261.png,待检查
#0262,大狼犬,属性：恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/262.png,待检查
#0263,蛇纹熊,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/263.png,待检查
#0264,直冲熊,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/264.png,待检查
#0265,刺尾虫,属性：虫,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/265.png,待检查
#0266,甲壳茧,属性：虫,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/266.png,待检查
#0267,狩猎凤蝶,属性：虫/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/267.png,待检查
#0268,盾甲茧,属性：虫,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/268.png,待检查
#0269,毒粉蛾,属性：虫/毒,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/269.png,待检查
#0270,莲叶童子,属性：水/草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/270.png,待检查
#0271,莲帽小童,属性：水/草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/271.png,待检查
#0272,乐天河童,属性：水/草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/272.png,待检查
#0273,橡实果,属性：草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/273.png,待检查
#0274,长鼻叶,属性：草/恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/274.png,待检查
#0275,狡猾天狗,属性：草/恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/275.png,待检查
#0276,傲骨燕,属性：一般/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/276.png,待检查
#0277,大王燕,属性：一般/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/277.png,待检查
#0278,长翅鸥,属性：水/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/278.png,待检查
#0279,大嘴鸥,属性：水/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/279.png,待检查
#0280,拉鲁拉丝,属性：超能力/妖精,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/280.png,待检查
#0281,奇鲁莉安,属性：超能力/妖精,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/281.png,待检查
#0282,沙奈朵,属性：超能力/妖精,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/282.png,待检查
#0283,溜溜糖球,属性：虫/水,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/283.png,待检查
#0284,雨翅蛾,属性：虫/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/284.png,待检查
#0285,蘑蘑菇,属性：草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/285.png,待检查
#0286,斗笠菇,属性：草/格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/286.png,待检查
#0287,懒人獭,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/287.png,待检查
#0288,过动猿,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/288.png,待检查
#0289,请假王,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/289.png,待检查
#0290,土居忍士,属性：虫/地面,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/290.png,待检查
#0291,铁面忍者,属性：虫/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/291.png,待检查
#0292,脱壳忍者,属性：虫/幽灵,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/292.png,待检查
#0293,咕妞妞,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/293.png,待检查
#0294,吼爆弹,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/294.png,待检查
#0295,爆音怪,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/295.png,待检查
#0296,幕下力士,属性：格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/296.png,待检查
#0297,铁掌力士,属性：格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/297.png,待检查
#0298,露力丽,属性：一般/妖精,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/298.png,待检查
#0299,朝北鼻,属性：岩石,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/299.png,待检查
#0300,向尾喵,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/300.png,待检查
#0301,优雅猫,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/301.png,待检查
#0302,勾魂眼,属性：恶/幽灵,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/302.png,待检查
#0303,大嘴娃,属性：钢/妖精,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/303.png,待检查
#0304,可可多拉,属性：钢/岩石,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/304.png,待检查
#0305,可多拉,属性：钢/岩石,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/305.png,待检查
#0306,波士可多拉,属性：钢/岩石,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/306.png,待检查
#0307,玛沙那,属性：格斗/超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/307.png,待检查
#0308,恰雷姆,属性：格斗/超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/308.png,待检查
#0309,落雷兽,属性：电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/309.png,待检查
#0310,雷电兽,属性：电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/310.png,待检查
#0311,正电拍拍,属性：电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/311.png,待检查
#0312,负电拍拍,属性：电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/312.png,待检查
#0313,电萤虫,属性：虫,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/313.png,待检查
#0314,甜甜萤,属性：虫,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/314.png,待检查
#0315,毒蔷薇,属性：草/毒,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/315.png,待检查
#0316,溶食兽,属性：毒,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/316.png,待检查
#0317,吞食兽,属性：毒,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/317.png,待检查
#0318,利牙鱼,属性：水/恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/318.png,待检查
#0319,巨牙鲨,属性：水/恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/319.png,待检查
#0320,吼吼鲸,属性：水,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/320.png,待检查
#0321,吼鲸王,属性：水,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/321.png,待检查
#0322,呆火驼,属性：火/地面,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/322.png,待检查
#0323,喷火驼,属性：火/地面,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/323.png,待检查
#0324,煤炭龟,属性：火,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/324.png,待检查
#0325,跳跳猪,属性：超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/325.png,待检查
#0326,噗噗猪,属性：超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/326.png,待检查
#0327,晃晃斑,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/327.png,待检查
#0328,大颚蚁,属性：地面,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/328.png,待检查
#0329,超音波幼虫,属性：地面/龙,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/329.png,待检查
#0330,沙漠蜻蜓,属性：地面/龙,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/330.png,待检查
#0331,刺球仙人掌,属性：草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/331.png,待检查
#0332,梦歌仙人掌,属性：草/恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/332.png,待检查
#0333,青绵鸟,属性：一般/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/333.png,待检查
#0334,七夕青鸟,属性：龙/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/334.png,待检查
#0335,猫鼬斩,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/335.png,待检查
#0336,饭匙蛇,属性：毒,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/336.png,待检查
#0337,月石,属性：岩石/超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/337.png,待检查
#0338,太阳岩,属性：岩石/超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/338.png,待检查
#0339,泥泥鳅,属性：水/地面,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/339.png,待检查
#0340,鲶鱼王,属性：水/地面,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/340.png,待检查
#0341,龙虾小兵,属性：水,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/341.png,待检查
#0342,铁螯龙虾,属性：水/恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/342.png,待检查
#0343,天秤偶,属性：地面/超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/343.png,待检查
#0344,念力土偶,属性：地面/超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/344.png,待检查
#0345,触手百合,属性：岩石/草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/345.png,待检查
#0346,摇篮百合,属性：岩石/草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/346.png,待检查
#0347,太古羽虫,属性：岩石/虫,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/347.png,待检查
#0348,太古盔甲,属性：岩石/虫,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/348.png,待检查
#0349,丑丑鱼,属性：水,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/349.png,待检查
#0350,美纳斯,属性：水,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/350.png,待检查
#0351,飘浮泡泡,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/351.png,待检查
#0352,变隐龙,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/352.png,待检查
#0353,怨影娃娃,属性：幽灵,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/353.png,待检查
#0354,诅咒娃娃,属性：幽灵,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/354.png,待检查
#0355,夜巡灵,属性：幽灵,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/355.png,待检查
#0356,彷徨夜灵,属性：幽灵,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/356.png,待检查
#0357,热带龙,属性：草/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/357.png,待检查
#0358,风铃铃,属性：超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/358.png,待检查
#0359,阿勃梭鲁,属性：恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/359.png,待检查
#0360,小果然,属性：超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/360.png,待检查
#0361,雪童子,属性：冰,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/361.png,待检查
#0362,冰鬼护,属性：冰,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/362.png,待检查
#0363,海豹球,属性：冰/水,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/363.png,待检查
#0364,海魔狮,属性：冰/水,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/364.png,待检查
